Insult,Date,Comment
0,20120612043526Z,"""Dodger radio playing tunes of ""fuck you"" at end of commercial break. They must be reading our comments."""
0,20120609223327Z,"""Ohh, so you're a W.Bengal commie then, are you? No wonder you talk like such a sick nut. You people are at war with reality, and even Lefty Mamta is a sanghi to you. Pathetic. Haha, no wonder you fear a pro-development guy like Modi."""
0,20120620032052Z,"""Which second did you buy? I might want half of it."""
0,20120619172637Z,"""And it being summer and you're wasting it away inside is so wrong."""
0,20120619150411Z,"""I would have gotten out the car and fucked him up"""
1,20120619010157Z,"""Shows what you know dipshit, Remington and Winchester aren't made in China.\xa0 I swear,\xa0elitist assclowns like you are an utter embarrassment."""
0,20120528072334Z,"""And who are you, the proud lord said, that I must bow so low?Only a cat of a different\ufeff coat,\xa0that\u2019s all the truth I know.\xa0In a coat of gold or a coat of red,\xa0a lion still has claws,\xa0And mine are long and sharp,\xa0my lord, as long and sharp as yours.\xa0And so he spoke,\xa0and so he spoke,\xa0that lord of Castamere,\xa0But now the rains weep o\u2019er his hall,\xa0with no one there to hear.\xa0Yes now the rains weep o\u2019er his hall,\xa0and not a soul to hear.\n\nEDIT\nREPLY"""
1,20120610043808Z,"""Well then the OP would learn that she cannot diagnose herself with Aspergers, and that self-diagnosis is a bad thing leading to people whom act stupidly because they think they have some disorder/disease\xa0that in actuality, they don't."""
0,20120514051030Z,"""You just went full retard.  Never go full retard."""
0,20120612135932Z,"""Somehow, I feel that Pakistan is right in the middle of all of this garbage. Yet, the United States keeps supplying them with arms and money. No sense to this at all."""
1,20120609164746Z,"""You act like you faced a good team. You played like crap against another crappy team."""
0,20120527173211Z,"""He still played. he didn't say that much. And obviously the Heat reserves are going to lose that either way. It is when Lebron and Wade are playing this post season that the celtics need to worry."""
0,20120619080221Z,"""That sounds familiar. Mom picking subscriptions with no veto power to stop her."""
0,20120612011322Z,"""@roCkhopper\xa0Lancaster PA mah friend. Wez ghetto"""
0,20120612121650Z,"""He did the right thing. Too bad someone didn't do the same thing to Sandusky."""
0,,"""eish Wenger did a stupid mistake but he will never admit it anyway.....it was good for us that the Ox was taken off and we were going to lose that match but Wenger did a brilliant Sub...Good luck guys for your 4th spot."""
0,20120609231226Z,"""We were thinking back in time when a young GHWB was goaded by his ambitious young wife to eliminate JFK., \xa0it would go something like this,Babs, I can't stand that JFK, get rid of that white trash. \xa0Then a little while later Babs said I can't stand that MM she's gonna run her mouth and then, RK is finished. \xa0Now that would be a much better HBO movie...the white-washed Bush Legacy is getting tough to swallow."""
0,,"""are you talking about the conservatives that cheered the idea of letting a man d ie if he didnt have insurance?\\n\\nor the conservatives that booed a gay soldier currently deployed."""
0,20120612063755Z,"""im sorry but dont nobody just pick somebody out randomly and start attacking...like she went ham for a reason. kimora seem like one of those low-key stank bitches. it might not be all true but kimora played a role. aint no black chick just just gon go off like that."""
0,,"""People have been born gay since the beginning of time.\\xc2\\xa0 Today, with social media and the web and the CONSTITUTION OF THE UNITED STATES, they're just not going to be shut-up anymore.\\xc2\\xa0 Despite the vile attacks from the right."""
0,20120529022036Z,"""Oh god, that is one hilarious video. It is the one with the Professor Layton rapist dude, right? XD I didn't click it, but I've seen it before. So funny. ^_^ (No matter how odd that sounds.)"""
1,20120609203038Z,"""Wait you said though that your country was the nice one in the world- how bout you take that food from your dog and help feed the population of the world because i thought america was great right, they always try to use theor ethics- apparently not because losers like you are selfish andignorant"""
0,,"""Gosh, Peggy Hill ... Don't make me laugh.\\xc2\\xa0 In addition to money ... Romney won because Newt is bombastic and is a serious liability in the general ... all the polls show it and intelligent conservatives feel it ... this is about style not substance.\\xc2\\xa0 Both will do the same thing in office just with entirely different styles.\\xc2\\xa0 Newt ruffles feathers all day long drawing stark contrasts even when it means lying or exagerrating ... like calling Mitt anti-immigrant on national TV ... unbelievable.\\xc2\\xa0 And since Peggy Hill knows far less about national politics than I do since I have studied it for 25 years, I'm not inclined to be persuaded by her.\\xc2\\xa0 She describes the political scene like I used to 15 years ago ... with little to no expertise, so I don't pay her a lot of attention when we disagree.\\n\\nPeggy Hill is a Great American and I love her and Newt dearly but this is not the time to vote with my heart ... way too much at stake!\\xc2\\xa0 Newt is the world's best field general but his\\xc2\\xa0temper and tone are wearing me out and I'm conservative ... I can only imagine how offended Independents are beginning to feel.\\xc2\\xa0 \\n\\nSure it helped that Mitt raised more money ... that is essential in beating Dingle Barry ... Peggy Hill sounds like an OWS'er ranting that Mitt had more money ... thank God he did ... that's what it's all about!  So you Newt zombies really ought to do the Hokey Pokey and turn yourselves around, lol.\\n\\nIf Newt will fold under lies and carpet bombing ... as he said he would ... then he's got zero chance of beating Owebamao ... think about it ... that's all Barry does.\\n\\nI don't care too much that Mitt is uninspiring ... I know he can beat Owebamao and I know he will attract Independents and Latinos in 2014... particularly with a Romney/Rubio ticket.\\xc2\\xa0 My first choice for POTUS is a Christy/Rubio ticket ... neither are running but both back Romney.\\n\\nBy the time Super Tuesday rolls around, Mitt will prolly already be the clear front runner but I never count Newt out.\\n\\nBut for Peggy Hill to be upset Mitt raised and outspent Newt is laughable .... that's what you're supposed to do!\\n\\n\\nBTW  -  Remember the Sirens???\\n\\nBeautiful half-woman, half-bird-like Newt creatures who sang such sweet songs that listeners forgot everything including their own safety. The Sirens are Newtish sisters who lure sailors to their death. The sonsg of the Sirens are irresistible but they reside beyond unsurpassable reefs which destroy the sailors' boat when they try to reach the Sirens. Among those tempted were Jason on the Argo and Odysseus. Odysseus escaped from them by filling his crew's ears with wax while he tied himself to the ship's mast ... just sayin'."""
0,20120610062931Z,"""some fukin sketchers thats sad omg lol fuckin shitty ass sketchers why the fuck are they even named sketchers sketcherz fuckin suck ass"""
0,20120528173522Z,"""But they will care that you were here Mikey.\xa0 Hey look he likes it.\xa0 Hey Mikey likes it."""
0,20120529070441Z,"""me too! i hope they can fix this sooner.."""
1,20120610121856Z,"""You married the turd, and bred with him..."""
1,20120620010449Z,"""HEY KRYSTAL: YOU STUPID IDIOT WHO Can't Understand Normal Thinking.. fhuck off you howre"""
1,20120612034208Z,"""huck huck huck, no... but giant pictures of them beating the_crap out of idiots like you are ok!!"""
0,20120529194546Z,"""""It's not you, it's me""\n\nWords I'm sure most zoobs have heard before in their life."""
0,20120620145312Z,"""Dude red on my iPod it says it will be 98* out today"""
0,20120611163852Z,"""Yes, but very few structures have actually burned in this fire.\xa0 The issue is the forest itself.\xa0 We're talking millions of acres of dry forest in an area so mountainous that a very high percentage of the land is not accessible to vehicles.\xa0 This is part of what would be a normal natrual cycle, if it weren't for beetle-kill trees and below average (and the average is minimal) precipitation.\xa0 In the meantime, we've got smoke over a major city with flames approaching.\xa0 Plus, this is watershed of the South Platte, the most heavily worked river in the state, and fire-damaged areas wreak havic on water quality and precipitate flash floods."""
0,20120620023734Z,"""""I'm an introvert. You are a wonderful person and I like you. But now please shush.""  Hee.  Yeah, I've been there."""
1,20120618233707Z,"""He won Michigan in the primaries.  Holy shit, your dumb."""
0,20120620033616Z,"""What a\xa0\xa0 $\xa0\xa0 t\xa0\xa0 u\xa0\xa0 p\xa0\xa0 1\xa0\xa0 d\xa0\xa0\xa0\xa0 p\xa0 h u c k k\xa0 i\xa0 n\xa0 g\xa0\xa0\xa0 k\xa0 u\xa0 u\xa0 n\xa0 n\xa0 t\xa0 t!"""
0,20120612083222Z,"""""and Israel will die""\n\nI knew he would bring Israel in to this at some point."""
0,20120515061822Z,"""Remember all the haters screaming to get rid of Blanton before the season??? Where are they now????\nNot so fat Joe is pitching his pudgy lil heart out...oh...and guess what...this team is starting to hit...another thing the haters like to dwell on...where are they now?? All you Chollie bashers ain't showing your butts now are you?? Whatsamatter? Seeing the faithful's faith in this team is well deserved by them?? Gotta luv the ""paper"" fans....gotta luv them....get the hell off of our bandwagon you wannabe so calle fans....."""
0,20120612015713Z,"""He regretted killing him so quickly."""
0,20120609192115Z,"""I  notice you haven't  responded.  You only care when you are telling other people how dumb they are. Again who is your team UJ???"""
0,20120528214436Z,"""Uhhh I hate the Dodgers, but they are the best team right now, and I agree AL > NL but they are the best team at the moment"""
0,20120515133119Z,"""I keep it fresher than the next bitch\nno need..for you to ever sweat the next bitch\n..with speed, I make the best bitch see the exit..indeed,\xa0\nyou gotta know your thoroughly respected by me,\nyou get the keys to the Lexus, with no driver\nyou gotcha own '96 suh-in..the ride\nand keep your ass tighter than Versace thats why\nyou gotta watch your friends you got to watch me\nthey conniving shit\nthe first chance to crack the bank\nthey try me, all they get is 50 cent franks\nand papayas, from the village to the tele\ntime to kill it on your belly no question\xa0\nI got more black chicks between my sheets than Essence\nthey say sex is a weapon, so when I shoot\nmmet your death in less than 8 seconds\nstill poundin in my after life..\nlaugin my shit is tight\nyou who askin right...\n\n[Chorus:]\nAint no nigga like the one I got\nno one can fuck you betta\nsleeps around but he gives me alot\nkeeps you in diamonds and"""
0,20120609210927Z,"""Nope..your maths!..its 159 played with 16 draws., and Glenwood can be thankfull for the draw. Maritzburg College where the better team on the field on the day."""
0,,"""@aarongmyers to be honest the translation of Ender's Game isn't great... much like the first book in the HP series, which is why I have been avoiding the challenge in Chinese for so long. But I agree about finding something fun to read. The key is being able to provide yourself with the ability to have comprehensible input while you are reading. Going to the dictionary for every other word and still not understanding what you are reading is one of the most painful things to deal with as a language learner."""
0,20120610012214Z,"""yeah well director interpretation isn't always the best insight for things like this, especially with something with such a rabid fan base. On top of that i think they are condensing more than i would have liked...even if the golden age was kinda meh in comparison to the drama going on now, i would have at least liked for them to show them doing their thing on the battle field."""
0,20120620024551Z,"""You KNOW the RULES - one DELETE equal 50 REPOSTS\n#37 WHAT is his EXAMPLE of TOTALITARIANISM in the USA? Here it is...Last August, Obama's DHS announced it would no longer deport the noncitizen spouses of gay Americans\xa0\xa0\nLOL, get yer musket Myrtle and follow me into the BUNKER! They'll not take us alive!!"""
0,,"""From what I can see, most men like women who are physically fit.  You don't have to look like a runway model, but YOU DO need to look like you take care of yourself, eat reasonably well, and exercise.  Studies have shown (though I'm referencing information I read YEARS ago) that WM actually prefer a larger body type than WW, but not as large as BM or HM.  WW seem to want to be a size zero, while WM seem to like the athletic Swedish model body.  Anyway, I think both of the ladies above look very attractive.  However, I don't understand this fixation on having butts and thighs that are WAY out of proportion with the rest of one's figure.  That isn't attractive to me, personally.  I just don't get it.  And, seeing a HUGE rear on a small girl just doesn't make any sense.  I don't know how it's physically possible to have skinny arms, legs, waist, and still have a humongous derriere and/or thighs.  Many men like a nice-sized butt, including WM and AM (I know from experience), so a BW's full, round bottom isn't necessarily a problem for men in general.  But, MOST men (including BM) don't want a bottom that's so obese it looks like it's own planet.  Get and stay in shape for your own health and opportunities, BW."""
0,20120502191320Z,"""You're better than that, pola."""
0,20120502160111Z,"""oh didn't you know they are irreplacable! (Just ask them)"""
0,20120514050850Z,"""@cheatingrangers\xa0\n\xa0\nWe shall see only a fool predicts the future, you qualify."""
0,20120528201016Z,"""What's his story? Sporadic starts? Never over 5 innings?"""
1,20120619165642Z,"""Ms Jenkums could you please look up at\xa0the right hand corner up top\xa0and click the red X, and to never return\xa0again pls.....You are to dumb to know your dumb......Click\xa0it\xa0now....And don't come back now you hear...."""
1,,"""Listen you fucking wanker -- we approve all comments, so long as they are not inflammatory against a type of people. We censor blatant bigotry. But little dickwrinkles like you calling me a pussy? I'd never censor that. Look at other posts...people have wished AIDS on me dude, so...I've heard worse fuckhead.That said, if you have to sleep with a woman in her 60s, then that's pretty sad, dude. Try dating girls your own age. It's kind of weird you're into way older chicks. You might wanna rethink hugging your own mom when you have a boner going forward.Plus, I have had more ass than every male in your entire family line -- with their fucked up teeth and small dicks -- has ever seen. Just a point of clarification, you bucket of cunt slop."""
0,20120528064022Z,"""Hey\xa0@ign-b9606001de921324b66a3e5949ba481e:disqus\xa0, you are awesome!"""
1,,"""ima fuck me 2 white bitches. you got a sister? ima fuck her in the ass. ima fuck ya ball headed\\xc2\\xa0 sister everybody go to youtube look up the vid and look at the info section and it has all these fags address facebook and parents name and phone numbers real talk take a look..i aint no snitch but when i see shit like these goin on it gets to me..i live around there so when i see em ima fuck them upp good prolly gonna have to cut a bitch too"""
1,20120609231632Z,"""Retard, everyone wasnt bad. Everyone had fallen angel blood in them. God didnt want that. God wanted humans to be human and angels to be angelic. Not no damn hybrid. Read the bible before you fuck up your interpretation."""
1,20120610015253Z,"""All racists like you are morons, dude! \n\nIt just happens most pit bull owners are morons too & this has even more convinced me of that."""
1,20120611164014Z,"""It's hard to read your post and not immediately think that you're xenophobic"""
0,20120529060616Z,"""Thanks Kosh I am very happy being normal"""
0,20120502132655Z,"""You are such a talented photographer!"""
0,20120610151909Z,"""Wowee!!\xa0 Those are both high-energy, smart dogs.\xa0 And you're a few weeks away from delivery.\xa0 Your life is about to get even more interesting than it already is!\xa0 :)"""
0,,"""@noBjustRyan he can be as stubborn as anyone else with his opinions.  but the name calling went too far, i agree."""
1,20120611000207Z,"""Fuck you Fred"""
0,20120612132204Z,"""They do seem to run away and hide whenever you question their Fox News talking points."""
0,,"""Michelle Obama can suck it!! I am sick and tired of the screwed up Government telling us what we can and cannot do... especially when it comes to our kids!!! Stay the hell out of our lives!!! Save the REPUBLIC revolt against socialism!!"""
1,20120529011014Z,"""go suckle on your mom's teet little child"""
0,,"""@Dezzy11 I know they work in lots of countries, all of europe, brazil, isreal, those are just a few that i know.  I'm sure it will work in new zealand.  depending on the time of day(if they are not at school) you will receive the server information with in minutes."""
0,20120528185458Z,"""Fan jag som trodde det var FI. Att neka de som vill r\xf6sta att r\xf6sta \xe4r allt annat \xe4r civiliserat. Att ta ut sv\xe4ngarna \xe4r v\xe4lbeh\xf6vt annars sker inga f\xf6r\xe4ndringar."""
1,20120609171430Z,"""You are a fucking idiot."""
0,20120619200631Z,"""That is kind of a sexy photo though. Who took it?"""
1,20120612015803Z,"""Flag this loser's posts. Enough flags and he loses his nic automatically."""
0,20120612125052Z,"""I think the drugs these days are all laced with a little something extra!  The crime these days are unbelievable and unthinkable."""
0,20120612123722Z,"""U Thurley may be a consenting adult, but it worries me what a bigot like him/her consents to."""
1,20120502094548Z,"""If you claim you don't have the power to forgive but only ""Allah"", why then do you arrogate yourself the power to avenge? Are you not double-speaking? Why not leave both powers to the owner, ""Allah"" and allow him to fight for himself? Or is he not capable? We are not afraid of you; we are not afraid of death. Everyone will eventually die, both the killer and the killed; our Lord Jesus long time ago warned us about sects like yours and encouraged us not to be afraid for you can only kill the body but can do no further harm after that: you can't kill our souls which ultimately goes back to our God; so kill all you can, Jesus will forever remain Lord!"""
0,20120528043551Z,"""Damien Sandow . . . the ""Leaping"" Lanny Poffo of this era."""
0,,"""haha look at the face on her"""
1,20120320100514Z,"""I told you before you poor excuse for a human being not to respond to my post but you don't listen.\xa0 You are ignorant, you pathetic piece of feces.\xa0 I hope you\nget what you deserve in a fatal accident soon...."""
0,20120619160146Z,"""You are soo beautiful"""
0,20120502172225Z,"""So what happened when you wandered off into the woods during your brothers swim meet? Sounds like Deliverance."""
0,20120612034735Z,"""I imagine he lives in Virginia, he's wouldn't live with the riffraff in DC."""
1,20120529031824Z,"""Apparently, bad officiating never gets old to you morons."""
1,20120620122011Z,"""Thanks for confirming that conservative men only see their women as a pair of tits and an azz."""
0,,"""@SRQDawgs15 @TheLadySportswriter Some of the opponents scoring were Touchdowns that Murray threw to their Defensive backs or we gave the opponents really short fields.\\n\\n \\n\\nI am not saying UGA doesn't have great talent on both sides of the ball.  However, the consistency on offense is missing.  The short dump-off passes are missing. And, obviously our running game and O-Line play were missing.  However, the boneheaded CT runs up the middle, the flat footed draw plays, and the fumbles at critical times by Murray and the pick 6's had to demoralize our young defense.\\n\\n \\n\\nPersonally, I would like to see us never get behind in a game and to win every game by 3 touchdowns.  Please forgive me if I am asking too much."""
1,20120609224740Z,"""what's your deal bro?  You aren't concerned, and you damn sure are not a liberal.  Why don't you just be yourself instead of coming on posing as a screwed up exaggeration of people you don't like or understand?  Did your mommy not love you enough or something?"""
0,20120530030259Z,"""""obviously clean"", you are in denial"""
0,,"""I bet the songs on the upcoming CD were written for This twit. The message was she is a progressive. She knows where her\\xc2\\xa0 bread is buttered.\\n\\nI have never even heard of her.\\n\\nI bet if she had to write her own material. Ms Hoe would be a major disappointment to her idiotic fans.\\n\\nWhat was her message with the exorcism? CBS management look like total knuckleheads. No wonder their ratings suck.\\n\\nBring back garage bands. They play instruments, write their own material & perform to their fans.\\n\\nMost of the music truly sucks today. Record executives don't even try to find pure raw talent.. It seems they try to clone their stars. Visual imagery for shock value\\xc2\\xa0over solid Rock-n-Roll.\\n\\n"""
0,20120620160300Z,"""Just a thought. About those unwinnable, illegal wars. If they were illegal wouldn't you think Bush and Cheney would have charges brought up on them by now? Fact is they were on the level its just another example of the liberal media getting alll you liberals wound up tighter than Dick's hatband. Just like little wind up toys, get you started and away you go! \n\nIt's time to start thinking about Impeachment of the Dope Head in Chief."""
0,,"""Define abortion in objective terms. Explain the whole process of abortions too me. Explain what you see in a sonogram of a baby with fingers, toes, fingerprints, eyes, a heartbeat and brainwaves. Explain late term abortions for me. Where they pull a baby's head out and inject it with saline and then vacuum their brains out. Pro choicers are cowards at the core. How brave of you to lay down your responsibilities for what you did at a nightclub getting drunk and having unprotected sex and then kill your living mistake. """
0,20120528015319Z,"""N\xe5gonstans missar Sigfrid\xa0principfr\xe5gan det g\xe4ller n\xe4r han drar paralleller till bilk\xf6rning och droger som inte alls \xe4r relevant till fr\xe5gan om r\xf6str\xe4tt s\xe5tillvida att han inte anser att barn/unga ska ha m\xf6jlighet att kandidera till riksdagen.\xa0Eller \xe4r han m\xe5h\xe4nda r\xe4dd f\xf6r att bli utmanad av n\xe5gon politiskt insatt sju\xe5rig aspergare?\n\n\nJag f\xf6rst\xe5r Sigfrid (med r\xe4tta) har en ogrundad r\xe4dsla f\xf6r att minoritetspartier (s\xe5 som PP) f\xe5r m\xf6jlighet att p\xe5verka i st\xf6rre utstr\xe4ckning om unga ges r\xf6str\xe4tt. Men det finns fr\xe5gor som ber\xf6r alla medborgare oavsett \xe5lder t.ex\xa0\xa0fildelning, skolpolitik och studiebidrag. Man b\xf6r dessutom inte dumf\xf6rklara det allm\xe4nna och f\xf6ruts\xe4tta att det besitter tillr\xe4ckligt med r\xe4ttspatos f\xf6r att inte r\xf6sta igenom n\xe5got s\xe5 absurt som s\xe4nkt \xe5ldersgr\xe4ns f\xf6r att k\xf6pa alkohol (\xe4ven om det nu faktiskt inte \xe4r ett problem att f\xe5 tag i s\xe5dant eller k\xf6ra bil oavsett myndighets\xe5lder och k\xf6rkort). Varf\xf6r det\xa0dras\xa0till in absurdum?\nAtt unga eller barn inte ges r\xe4tt att v\xe4cka\xa0opinion n\xe4r en relevant fr\xe5ga (f\xf6r dessa) lyftes \xe4r bedr\xf6vligt ur demokratisynpunkt. Men Sigfrid menar\xa0kanske inte\xa0att barn klassas som medborgare? Det \xe4r synnerligen skr\xe4mmande med en s\xe5dan snevriden syn p\xe5 demokrati (allra minst fr\xe5n en av v\xe5ra folkvalda) d\xe5 dessa otvivelaktigt har ett svenskt medborgarskap vilket per definition b\xf6r ge dom r\xe4tt att p\xe5verka. Barn \xe4r folkets framtid och ska med r\xe4tta ges m\xf6jlighet att p\xe5verka om dessa s\xe5 \xf6nskar.Det p\xe5st\xe5s att debatten ska f\xf6ras p\xe5 en\xa0n\xe5gorlunda\xa0h\xf6g\xa0intellektuell\xa0niv\xe5. Men det \xe4r ju precis tv\xe4rtom, det g\xf6rs inte eftersom inte ens vuxna klarar av att v\xe4lja vettiga politiska f\xf6retr\xe4dare eller s\xe4tta sig in i vad exakt en r\xf6st (p\xe5 t.ex moderaterna) inneb\xe4r.\n\nVi b\xf6r str\xe4va efter ett samh\xe4lle d\xe4r vi v\xe5gar f\xf6r\xe4ndra saker och ta ut sv\xe4ngarna en bit i taget. I v\xe4rsta fall \xe4r f\xf6r\xe4ndringarna\xa0reversibla.\n\nI korthet. Ja till att ge yngre medborgare r\xf6str\xe4tt om dom vill utnyttja denna. D\xe4remot kan man beh\xf6va besluta om att partier inte f\xe5r nyttja fulknep f\xf6r att vilseleda v\xe4ljare innan detta beslutas, vilket \xe4r en fr\xe5ga som beh\xf6ver arbetas igenom innan ett eventuellt beslut tas, allt f\xf6r att s\xe4kerst\xe4lla att politiken blir mer transparent."""
1,20120619222807Z,"""Klein, you are a coward. Did you really interview these guys, just to mock them. \n\nBest part is that you stop short of belittling Scheartz. Even you know that would probably be the last straw in your downward career."""
1,20120610062717Z,"""oh all of a sudden u changed ur picture to A WHITE GUY WITH PENNY LOAFERS....MUFUCKER U LAME"""
1,20120530113134Z,"""You're naive and don't have a basic grasp on biology."""
0,20120528192926Z,"""nope, Mets will be fine, they have held it together so far and played admirably"""
0,20120528190655Z,"""You forgot to mention that there has been little, if any, proof that the allegations of a fake birth certificate are credible. Just saying it a million times doesn't make it true."""
1,20120610140917Z,"""Nobody gives a shit what you say"""
0,20120515183154Z,"""You are unemployed and on welfare."""
0,,"""I'm not saying I agree with that nonsense. \\xc2\\xa0Like I said, I don't understand it, nor would I want to live in a city like San Francisco for that very reason. \\xc2\\xa0But that doesn't mean they don't have a right to live their life the way they want to. \\xc2\\xa0Who am I, or anyone else, to tell them how to live their lives? \\xc2\\xa0I know one gay person, a relative. \\xc2\\xa0And he's the kindest, most giving, sincere person I've ever known. \\xc2\\xa0When I hear comments from bigots like 2012Skeeter, it makes my blood boil. \\xc2\\xa0"""
0,20120612070118Z,"""I think if you want all the trophies, you SHOULD have to play ALL the game. People work hard on that game & if you can't be bothered to play it all, then you shouldn't CARE so much about not getting a trophy for it."""
0,20120529112532Z,"""Looks like there's fixin to be a shootout"""
0,20120528045218Z,"""why the hate man? Done nothing to you....ever...."""
0,20120529221255Z,"""That's a management issue. Not rank and file employee issue.\xa0Quit\xa0crying like a cry baby Just because people vote\xa0for other political\xa0parties than Republican."""
1,20120610110954Z,"""bitch please...you are the biggest troll. :P"""
0,20120610131610Z,"""""you'll HAVE to delete comments because i make your posts look like crap.""\n\nYou mean make ALL YOUR comments look like crap.\n\nYou're only embarrassing y o u r s e l f, mate."""
1,20120320112609Z,"""You do not exist as a human being. Please go back into your hole you rotten scumbag."""
1,20120320202740Z,"""The article was about Bush you asshole."""
0,20120610083923Z,"""They look like MORONS"""
0,20120612135555Z,"""Fucking BullShit!\nHow do you have a seizure, hit a car, then get out and speak to the other party and drive off, also hitting the same car, just to have another accident?"""
1,20120620175500Z,"""Yo\xa0@LukeEmery:disqus\xa0you must be too dumb to know what ""grand jury"" means. \xa0Plus who is going to testify against him? \xa0The dead Mexican? \xa0Go shove your idiotic comments up your you know what."""
0,,"""We don't blow up our wives and children in the name a allah, nor did we murder 400,000 in Darfur.\\n\\nLets not compare apples and oranges. \\xc2\\xa0"""
0,20120609221240Z,"""Warren Buffet owes corporate taxes back to 2003..\xa0 He doesn't want to pay his fair share..."""
1,20120612021945Z,"""Hush little negro don't say a word,\nMama gonna buy yawz some Thunderbird."""
0,20120620003036Z,"""Moved right? Lol\n\nStraight jacket, stat!"""
0,,"""santorum is the only real conservative running.\\xc2\\xa0 \\n\\nAs to the occupiers..... what a bunch of selfish, spoiled brats who are morons. What have these occupiers accomplished / anything of real value.... let's see, murder, rape, robbery, vandalism, created a huge financial burden for the local taxpayers(clean up their messes) even child neglect/endangerment as been reported...\\xc2\\xa0 great accomplishment !\\xc2\\xa0 Mom must be so very proud. Lost all credibility."""
0,20120609235224Z,"""Like Obamas daddy,huh? Obamas pig daddy had 3 wives at one time,"""
0,,"""I can not believe Americans are so stupid, fat and lazy. You sit around in your lay-z-boys watching football and listenening to your ipods that you don't even care that the Country your grandparents and great parents DIED to protect is eroding away because of evil liberals. I never would have even called a Representative in this case. A 'school health inspector' would have had their ass handed to them and then the school principle, too. For even HAVING such a useless position in the first place. Who has time to inspect kids' lunches and who has $$ to pay a person to do that at ANY school??? It's time for you idiots to vote out these libs and elect hardcore Conservatives across the board. Who cares who is President if you don't have a Conservative House and Senate?? """
0,20120609163930Z,"""How hard is it for the bimbo to use a towel or baby blanket for a coverup? Toss one in the diaper bag and USE it!"""
1,20120609181942Z,"""No you are a corny dumb ass."""
0,20120611173239Z,"""They just want a portion of the road so they can carry out their hangings in familiar territory."""
0,,"""Oliver Stone\\'s kid or babies daddies uncles\\' brother\\'s cousin..is not news. Who cares what\\xc2\\xa0religion\\xc2\\xa0he is(I would like to be him when is ""New brothers"" hears the comment he had not abandoned Christianity or when the change his mind about his Jewish blood. (Not talking about Muslims in General just the ones that blow stuff up)"""
0,20120611235414Z,"""In Chicago, we say gas station."""
0,20120611184942Z,"""No. I know people who re-watch it habitually. I am, in fact, related to one of them."""
1,20120320194013Z,"""So you call her a W H O R E making you what.....? Pure? You're a fool and an idiot."""
1,20120610012252Z,"""the same with write people . every one do some drug in there life ok not all black people is drug addict so i would like you to stop hating on blacks ok you prick . have some respect for him god know y he do what he did ok have a bless night u prick"""
1,20120611083156Z,"""When you say Bama, you are referring to the school, like in your posts below... stop being an idiot."""
0,20120612142933Z,"""Chill no need to call them an idiot."""
0,20120529204404Z,"""Let's wait to see what the contract and numbers are before getting too upset. \n\nCould be a one-year deal that won't have any impact on dealing for a FA"""
0,,"""Whaaaaaat?\\xc2\\xa0 Excuse me while I puke............."""
0,20120528195039Z,"""Whoever takes out the Heat in the playoffs will be America's Team."""
0,20120619143428Z,"""sure they will.. 1 pitcher does not make or break a rotation especially when you have the depth the Reds have.. he wasn't expected to come over and be the number 1 he was brought over cause he has the potential to be a #1 that whole deal was basically based on potential and the Reds got the better of the deal.. Calm down no need to point out what he has done so far we all know lets talk about how to get him back to where he was so we are getting out of him what we all expected.. this team is going to the playoffs regardless of his performance it would just be nice if he contributed like he should be and i fully expect that he will pay dividends sooner rather than later"""
1,20120620014312Z,"""No actually, you've shown me no source, all recent data has been shipments, idiot. Your other comments would hurt if you were actually relevant, moron of the year. Explain how that's still not dominant, kid."""
0,20120620125738Z,"""Yeah so what's the big deal letting Iran and it's friends know they can not trust their software, nor trust in the safety or integrity of everything from their hardware to their people as they play with nuclear materials?"""
0,,"""Oh please, she only has one face, the pout, and she really doesn't need any more practise at that."""
0,20120609205014Z,"""Everyone has something to deal with. Some are ugly, some are dumb, some have crooked teeth, some voted for Obama."""
0,20120527213415Z,"""lauren are you mad at me?"""
0,,"""\\xc2\\xa0If not for Panetta (of all people) urging Obama to give a green light on the operation, bin Laden is still walking around making video tapes and lopping the heads off Americans.\\n\\nIf you want to kiss someone's-ass over Osama, start with Leon, then move on to the SEALs who got him."""
0,,"""all non-EUs move to London to earn that..not wanted eslewhere"""
0,20120528124705Z,"""I agree, I'm just being sarcastic."""
0,20120612140249Z,"""Why the_fuck didn't you tell her?"""
1,20120320160208Z,"""Stop acting like a bitch. \xa0He was a kid for goodness sake."""
0,20120619143245Z,"""Citizen9,\xa0\n\n\xa0you can't keep liberal style lying your way thru life.\xa0\n\nThe truth will prevail. I know thats anathema to you.\xa0\n\nYou need help."""
0,20120529233626Z,"""You're da best, Matt Fowler"""
0,20120619143003Z,"""Romney is a business who has solid ideas about bringing jobs back.\n\nRomney wants a strong military ONLY as a deterrent to attacks by other countries all over the world.\n\nBTW, you liberals use the term ""tax cut"" which is false. A true ""tax cut"" is when \xa0our taxes get lowered.\n\nThe liberal version of a ""tax cut"" is when tax payers are allowed to keep some more of their hard earned money. NEWS FLASH to Liberals: \xa0 \xa0IT'S NOT YOUR MONEY."""
0,20120530142713Z,"""Dude - it was a satire ENGLISH newspaper, called the Daily Squib that made that up.\n\nSatire means joke."""
0,20120516000725Z,"""You don't."""
0,20120620051153Z,"""Are you sure he's even a real person?"""
1,20120320204256Z,"""Well we know you are to dumb... You only chose that screen name to satisfy your overgrown ego...."""
0,,"""He used to be like, 100st himself..."""
